PatchID0,PatchID1,MeanD,Tree_disease,Management,Replicate,method
1442,1673,0.896526,80,80,1,RS
1442,2097,0.93861,80,80,1,RS
1497,1555,0.886895,80,80,1,RS
1497,1673,0.960373,80,80,1,RS
1497,2097,0.807774,80,80,1,RS
1555,1673,0.934373,80,80,1,RS
1555,2097,0.93001,80,80,1,RS
1673,2097,1,80,80,1,RS
90,248,0.813039108,0,0,1,R
90,525,0.801829445,0,0,1,R
90,622,0.711655157,0,0,1,R
90,764,0.797991159,0,0,1,R
90,892,0.838147142,0,0,1,R
90,970,0.856285353,0,0,1,R
90,1182,0.795746749,0,0,1,R
90,1306,0.817294213,0,0,1,R
90,1442,0.768483226,0,0,1,R
90,1497,0.786378106,0,0,1,R
90,1555,0.784719979,0,0,1,R
90,1673,0.930469231,0,0,1,R
90,2097,0.71837994,0,0,1,R
248,525,0.815004741,0,0,1,R
248,622,0.863491673,0,0,1,R
248,764,0.814309218,0,0,1,R
248,892,0.940248023,0,0,1,R
248,970,0.938657978,0,0,1,R
248,1182,0.81198081,0,0,1,R
248,1306,0.912987975,0,0,1,R
248,1442,0.812006779,0,0,1,R
248,1497,0.898847195,0,0,1,R
248,1555,0.892548077,0,0,1,R
248,1673,0.904574897,0,0,1,R
248,2097,0.837647355,0,0,1,R
525,622,0.846449305,0,0,1,R
525,764,0.705218352,0,0,1,R
525,892,0.866826193,0,0,1,R
525,970,0.845668618,0,0,1,R
525,1182,0.586258849,0,0,1,R
525,1306,0.737227341,0,0,1,R
525,1442,0.621463306,0,0,1,R
525,1497,0.773850793,0,0,1,R
525,1555,0.744760653,0,0,1,R
525,1673,0.837898444,0,0,1,R
525,2097,0.692714871,0,0,1,R
622,764,0.836847948,0,0,1,R
622,892,0.817029844,0,0,1,R
622,970,0.853110615,0,0,1,R
622,1182,0.76140133,0,0,1,R
622,1306,0.777795141,0,0,1,R
622,1442,0.780936928,0,0,1,R
622,1497,0.761411131,0,0,1,R
622,1555,0.879146576,0,0,1,R
622,1673,0.934029225,0,0,1,R
622,2097,0.726430386,0,0,1,R
764,892,0.764295533,0,0,1,R
764,970,0.845225064,0,0,1,R
764,1182,0.604018619,0,0,1,R
764,1306,0.698213888,0,0,1,R
764,1442,0.555163858,0,0,1,R
764,1497,0.800400815,0,0,1,R
764,1555,0.689554737,0,0,1,R
764,1673,0.766357227,0,0,1,R
764,2097,0.735378434,0,0,1,R
892,970,0.942962808,0,0,1,R
892,1182,0.901710089,0,0,1,R
892,1306,0.897585205,0,0,1,R
892,1442,0.930760404,0,0,1,R
892,1497,0.868291736,0,0,1,R
892,1555,0.811950962,0,0,1,R
892,1673,0.725111193,0,0,1,R
892,2097,0.851863945,0,0,1,R
970,1182,0.831210357,0,0,1,R
970,1306,0.858791953,0,0,1,R
970,1442,0.70793234,0,0,1,R
970,1497,0.84996354,0,0,1,R
970,1555,0.863442722,0,0,1,R
970,1673,0.782063881,0,0,1,R
970,2097,0.803693653,0,0,1,R
1182,1306,0.754165676,0,0,1,R
1182,1442,0.272986211,0,0,1,R
1182,1497,0.713155135,0,0,1,R
1182,1555,0.746489516,0,0,1,R
1182,1673,0.763807956,0,0,1,R
1182,2097,0.568284314,0,0,1,R
1306,1442,0.81234983,0,0,1,R
1306,1497,0.863726473,0,0,1,R
1306,1555,0.799060225,0,0,1,R
1306,1673,0.922246222,0,0,1,R
1306,2097,0.752702087,0,0,1,R
1442,1497,0.6284791,0,0,1,R
1442,1555,0.758330915,0,0,1,R
1442,1673,0.843974882,0,0,1,R
1442,2097,0.615646474,0,0,1,R
1497,1555,0.751906491,0,0,1,R
1497,1673,0.890837999,0,0,1,R
1497,2097,0.843058808,0,0,1,R
1555,1673,0.762816981,0,0,1,R
1555,2097,0.790340435,0,0,1,R
1673,2097,0.87981445,0,0,1,R
90,248,0.937168395,70,0,1,R
90,525,0.90970657,70,0,1,R
90,622,0.856472381,70,0,1,R
90,764,0.790378206,70,0,1,R
90,892,0.998651063,70,0,1,R
90,970,0.925381198,70,0,1,R
90,1182,0.806255583,70,0,1,R
90,1306,0.938830767,70,0,1,R
90,1442,0.948603602,70,0,1,R
90,1497,0.941995441,70,0,1,R
90,1555,0.816479064,70,0,1,R
90,1673,0.80374834,70,0,1,R
90,2097,0.953298851,70,0,1,R
248,525,0.970332608,70,0,1,R
248,622,0.972734769,70,0,1,R
248,764,0.95501676,70,0,1,R
248,892,0.996389864,70,0,1,R
248,970,0.896396519,70,0,1,R
248,1182,0.957397101,70,0,1,R
248,1306,0.892203172,70,0,1,R
248,1442,0.886268152,70,0,1,R
248,1497,0.896040654,70,0,1,R
248,1555,0.843246701,70,0,1,R
248,1673,1.002800308,70,0,1,R
248,2097,0.952820896,70,0,1,R
525,622,1.003192102,70,0,1,R
525,764,0.900470116,70,0,1,R
525,892,0.991474839,70,0,1,R
525,970,0.957156319,70,0,1,R
525,1182,0.921017439,70,0,1,R
525,1306,1.001850965,70,0,1,R
525,1442,0.918322688,70,0,1,R
525,1497,0.861679826,70,0,1,R
525,1555,0.999690605,70,0,1,R
525,1673,0.825314247,70,0,1,R
525,2097,0.896903287,70,0,1,R
622,764,0.852943088,70,0,1,R
622,892,1.005915385,70,0,1,R
622,970,0.916877643,70,0,1,R
622,1182,0.706984046,70,0,1,R
622,1306,0.787533757,70,0,1,R
622,1442,0.818953738,70,0,1,R
622,1497,0.877633265,70,0,1,R
622,1555,1.002493288,70,0,1,R
622,1673,0.962771336,70,0,1,R
622,2097,0.943669156,70,0,1,R
764,892,0.89382816,70,0,1,R
764,970,0.954242985,70,0,1,R
764,1182,0.761989541,70,0,1,R
764,1306,0.991131741,70,0,1,R
764,1442,0.854730196,70,0,1,R
764,1497,0.845683692,70,0,1,R
764,1555,0.886966652,70,0,1,R
764,1673,0.987720566,70,0,1,R
764,2097,0.935323117,70,0,1,R
892,970,0.898151649,70,0,1,R
892,1182,0.867729722,70,0,1,R
892,1306,0.889651971,70,0,1,R
892,1442,0.9247567,70,0,1,R
892,1497,0.993894719,70,0,1,R
892,1555,0.813991526,70,0,1,R
892,1673,1.001691264,70,0,1,R
892,2097,0.996454062,70,0,1,R
970,1182,0.883350695,70,0,1,R
970,1306,0.759467332,70,0,1,R
970,1442,0.918038227,70,0,1,R
970,1497,0.934459912,70,0,1,R
970,1555,0.894997409,70,0,1,R
970,1673,0.789437733,70,0,1,R
970,2097,0.999667599,70,0,1,R
1182,1306,0.861941641,70,0,1,R
1182,1442,0.612910955,70,0,1,R
1182,1497,0.870022289,70,0,1,R
1182,1555,0.894524459,70,0,1,R
1182,1673,0.974676097,70,0,1,R
1182,2097,0.828711601,70,0,1,R
1306,1442,0.816868035,70,0,1,R
1306,1497,0.897896974,70,0,1,R
1306,1555,0.907452546,70,0,1,R
1306,1673,0.872909659,70,0,1,R
1306,2097,0.90932149,70,0,1,R
1442,1497,0.839048622,70,0,1,R
1442,1555,0.874947355,70,0,1,R
1442,1673,0.804708481,70,0,1,R
1442,2097,0.740834018,70,0,1,R
1497,1555,0.954222809,70,0,1,R
1497,1673,0.924526657,70,0,1,R
1497,2097,0.894189612,70,0,1,R
1555,1673,0.857946059,70,0,1,R
1555,2097,0.912024207,70,0,1,R
1673,2097,0.971046191,70,0,1,R
90,3,0.823541255,70,40,1,R
90,4,0.991107343,70,40,1,R
90,5,0.974337415,70,40,1,R
90,6,1,70,40,1,R
90,7,0.973156572,70,40,1,R
90,8,0.91768397,70,40,1,R
90,9,0.86869469,70,40,1,R
90,10,0.934898806,70,40,1,R
90,11,0.784947839,70,40,1,R
90,12,0.96841057,70,40,1,R
90,13,0.988553177,70,40,1,R
90,14,0.961380971,70,40,1,R
248,4,0.858568673,70,40,1,R
248,5,0.899011921,70,40,1,R
248,6,0.900600782,70,40,1,R
248,7,0.916756775,70,40,1,R
248,8,0.897841615,70,40,1,R
248,9,0.920250195,70,40,1,R
248,10,0.936585296,70,40,1,R
248,11,0.982761067,70,40,1,R
248,12,0.804365485,70,40,1,R
248,13,0.852519411,70,40,1,R
248,14,0.94437375,70,40,1,R
525,5,0.951060234,70,40,1,R
525,6,0.89850563,70,40,1,R
525,7,0.975888717,70,40,1,R
525,8,0.848811309,70,40,1,R
525,9,0.880970331,70,40,1,R
525,10,0.889183202,70,40,1,R
525,11,0.950931373,70,40,1,R
525,12,0.977524852,70,40,1,R
525,13,0.998073598,70,40,1,R
525,14,0.949429754,70,40,1,R
622,6,0.95830788,70,40,1,R
622,7,0.982691059,70,40,1,R
622,8,0.951591242,70,40,1,R
622,9,1,70,40,1,R
622,10,0.837621905,70,40,1,R
622,11,0.995506321,70,40,1,R
622,12,1,70,40,1,R
622,13,0.946523715,70,40,1,R
622,14,0.997899964,70,40,1,R
764,7,0.914012506,70,40,1,R
764,8,0.774559112,70,40,1,R
764,9,0.881679764,70,40,1,R
764,10,0.796784319,70,40,1,R
764,11,0.889386218,70,40,1,R
764,12,0.911347019,70,40,1,R
764,13,0.858353875,70,40,1,R
764,14,0.834050417,70,40,1,R
892,8,0.722089907,70,40,1,R
892,9,0.877689905,70,40,1,R
892,10,0.847202524,70,40,1,R
892,11,0.927546992,70,40,1,R
892,12,0.729689808,70,40,1,R
892,13,0.925587467,70,40,1,R
892,14,0.932197186,70,40,1,R
970,9,0.922,70,40,1,R
970,10,0.849988403,70,40,1,R
970,11,0.956101271,70,40,1,R
970,12,0.87054582,70,40,1,R
970,13,0.908366226,70,40,1,R
970,14,0.94192303,70,40,1,R
1182,10,0.508162811,70,40,1,R
1182,11,0.950807952,70,40,1,R
1182,12,0.775571066,70,40,1,R
1182,13,0.894409938,70,40,1,R
1182,14,0.904694905,70,40,1,R
1306,11,0.861866726,70,40,1,R
1306,12,0.86796992,70,40,1,R
1306,13,0.976205003,70,40,1,R
1306,14,0.829977376,70,40,1,R
1442,12,0.91189759,70,40,1,R
1442,13,0.908248787,70,40,1,R
1442,14,0.944320623,70,40,1,R
1497,13,1,70,40,1,R
1497,14,0.954504988,70,40,1,R
1555,14,0.895269902,70,40,1,R
90,248,0.985270665,70,80,1,R
90,525,0.87550779,70,80,1,R
90,622,0.887173461,70,80,1,R
90,764,0.920517516,70,80,1,R
90,892,0.779235177,70,80,1,R
90,970,0.820511609,70,80,1,R
90,1182,1.000644418,70,80,1,R
90,1306,0.840302425,70,80,1,R
90,1442,0.947873044,70,80,1,R
90,1497,0.958976849,70,80,1,R
90,1555,0.935512198,70,80,1,R
90,1673,0.894498839,70,80,1,R
90,2097,0.84470906,70,80,1,R
248,525,0.94220107,70,80,1,R
248,622,0.971120139,70,80,1,R
248,764,0.942128033,70,80,1,R
248,892,1.005397399,70,80,1,R
248,970,0.895919642,70,80,1,R
248,1182,0.893320347,70,80,1,R
248,1306,0.897319805,70,80,1,R
248,1442,0.91700112,70,80,1,R
248,1497,0.926609061,70,80,1,R
248,1555,0.989955098,70,80,1,R
248,1673,0.896553183,70,80,1,R
248,2097,0.900883639,70,80,1,R
525,622,1.000029062,70,80,1,R
525,764,0.888282788,70,80,1,R
525,892,0.981110844,70,80,1,R
525,970,0.985257591,70,80,1,R
525,1182,0.927590404,70,80,1,R
525,1306,0.765247694,70,80,1,R
525,1442,0.872031234,70,80,1,R
525,1497,0.952907051,70,80,1,R
525,1555,0.873303977,70,80,1,R
525,1673,0.910309928,70,80,1,R
525,2097,1.003165949,70,80,1,R
622,764,0.955480462,70,80,1,R
622,892,1.00582161,70,80,1,R
622,970,1.008297268,70,80,1,R
622,1182,0.943617283,70,80,1,R
622,1306,0.892811241,70,80,1,R
622,1442,0.928000785,70,80,1,R
622,1497,0.792704555,70,80,1,R
622,1555,0.956239312,70,80,1,R
622,1673,0.784035103,70,80,1,R
622,2097,0.81825171,70,80,1,R
764,892,0.910119271,70,80,1,R
764,970,0.934077819,70,80,1,R
764,1182,0.695173481,70,80,1,R
764,1306,0.900418364,70,80,1,R
764,1442,0.762344324,70,80,1,R
764,1497,0.938861197,70,80,1,R
764,1555,0.878352512,70,80,1,R
764,1673,0.94215226,70,80,1,R
764,2097,0.967632446,70,80,1,R
892,970,0.891641689,70,80,1,R
892,1182,0.848032761,70,80,1,R
892,1306,0.958631819,70,80,1,R
892,1442,0.845116254,70,80,1,R
892,1497,0.770534259,70,80,1,R
892,1555,1.011621083,70,80,1,R
892,1673,0.96137655,70,80,1,R
892,2097,0.939343803,70,80,1,R
970,1182,0.933392024,70,80,1,R
970,1306,0.876844847,70,80,1,R
970,1442,0.916764577,70,80,1,R
970,1497,0.997470978,70,80,1,R
970,1555,0.892596435,70,80,1,R
970,1673,0.761051564,70,80,1,R
970,2097,0.964551042,70,80,1,R
1182,1306,0.890464183,70,80,1,R
1182,1442,0.452722263,70,80,1,R
1182,1497,0.942365904,70,80,1,R
1182,1555,0.923353353,70,80,1,R
1182,1673,0.856436978,70,80,1,R
1182,2097,0.948567588,70,80,1,R
1306,1442,0.931572162,70,80,1,R
1306,1497,1.001169784,70,80,1,R
1306,1555,0.849571136,70,80,1,R
1306,1673,1.010567387,70,80,1,R
1306,2097,0.993409573,70,80,1,R
1442,1497,0.961655486,70,80,1,R
1442,1555,0.948580622,70,80,1,R
1442,1673,0.957101183,70,80,1,R
1442,2097,0.868167958,70,80,1,R
1497,1555,0.880001954,70,80,1,R
1497,1673,0.871437674,70,80,1,R
1497,2097,0.925890778,70,80,1,R
1555,1673,1.009845535,70,80,1,R
1555,2097,0.962994714,70,80,1,R
1673,2097,1.0031286,70,80,1,R
90,248,0.940100444,80,0,1,R
90,525,0.961627037,80,0,1,R
90,764,0.971536814,80,0,1,R
90,892,0.884087343,80,0,1,R
90,970,0.896876961,80,0,1,R
90,1182,0.904789446,80,0,1,R
90,1306,0.985812605,80,0,1,R
90,1442,0.906338092,80,0,1,R
90,1497,0.931994762,80,0,1,R
90,1555,0.881811738,80,0,1,R
90,1673,0.794231275,80,0,1,R
90,2097,0.878246726,80,0,1,R
248,525,0.93404917,80,0,1,R
248,764,0.783932686,80,0,1,R
248,892,1.002765237,80,0,1,R
248,970,0.898394731,80,0,1,R
248,1182,0.878731706,80,0,1,R
248,1306,0.881491005,80,0,1,R
248,1442,0.92322066,80,0,1,R
248,1497,0.965313271,80,0,1,R
248,1555,0.751712692,80,0,1,R
248,1673,0.776630498,80,0,1,R
248,2097,0.898035127,80,0,1,R
525,764,0.971492218,80,0,1,R
525,892,0.997201655,80,0,1,R
525,970,0.867169165,80,0,1,R
525,1182,0.952371176,80,0,1,R
525,1306,0.961064511,80,0,1,R
525,1442,0.706417552,80,0,1,R
525,1497,0.917903505,80,0,1,R
525,1555,0.97575899,80,0,1,R
525,1673,0.980453242,80,0,1,R
525,2097,1.002293008,80,0,1,R
764,892,0.995517001,80,0,1,R
764,970,0.714670372,80,0,1,R
764,1182,0.827950936,80,0,1,R
764,1306,0.906778451,80,0,1,R
764,1442,0.901882558,80,0,1,R
764,1497,0.927595068,80,0,1,R
764,1555,0.879615372,80,0,1,R
764,1673,0.856466115,80,0,1,R
764,2097,0.897231223,80,0,1,R
892,970,0.899429051,80,0,1,R
892,1182,0.954358875,80,0,1,R
892,1306,0.923528657,80,0,1,R
892,1442,0.900940637,80,0,1,R
892,1497,1.013983742,80,0,1,R
892,1555,0.88341811,80,0,1,R
892,1673,0.898085895,80,0,1,R
892,2097,1.002310639,80,0,1,R
970,1182,0.855258401,80,0,1,R
970,1306,0.917086225,80,0,1,R
970,1442,0.9484679,80,0,1,R
970,1497,1.009762536,80,0,1,R
970,1555,0.692938967,80,0,1,R
970,1673,0.980694683,80,0,1,R
970,2097,1.000469252,80,0,1,R
1182,1306,0.910838103,80,0,1,R
1182,1442,0.559540152,80,0,1,R
1182,1497,0.905461234,80,0,1,R
1182,1555,0.96336704,80,0,1,R
1182,1673,0.981119194,80,0,1,R
1182,2097,0.928085733,80,0,1,R
1306,1442,0.918947895,80,0,1,R
1306,1497,1.014619873,80,0,1,R
1306,1555,0.940508353,80,0,1,R
1306,1673,1.005643408,80,0,1,R
1306,2097,0.893962077,80,0,1,R
1442,1497,0.964173296,80,0,1,R
1442,1555,0.874404871,80,0,1,R
1442,1673,0.948782653,80,0,1,R
1442,2097,0.967494175,80,0,1,R
1497,1555,0.922478958,80,0,1,R
1497,1673,0.835962821,80,0,1,R
1497,2097,0.907332175,80,0,1,R
1555,1673,0.902098171,80,0,1,R
1555,2097,0.88835633,80,0,1,R
1673,2097,0.911890972,80,0,1,R
90,3,0.907976322,80,40,1,R
90,4,0.869278516,80,40,1,R
90,5,0.898225867,80,40,1,R
90,6,0.951118074,80,40,1,R
90,7,0.985128694,80,40,1,R
90,8,0.903328612,80,40,1,R
90,9,0.923948812,80,40,1,R
90,10,0.866670428,80,40,1,R
90,11,0.934979529,80,40,1,R
90,12,0.966846833,80,40,1,R
248,4,0.986947618,80,40,1,R
248,5,1,80,40,1,R
248,6,0.839322407,80,40,1,R
248,7,0.930054375,80,40,1,R
248,8,0.964476987,80,40,1,R
248,9,1,80,40,1,R
248,10,0.815404463,80,40,1,R
248,11,0.933527234,80,40,1,R
248,12,0.925762054,80,40,1,R
525,5,1,80,40,1,R
525,6,0.909811336,80,40,1,R
525,7,0.884,80,40,1,R
525,8,0.917464399,80,40,1,R
525,9,0.845358339,80,40,1,R
525,10,0.911898313,80,40,1,R
525,11,0.69622093,80,40,1,R
525,12,0.92809482,80,40,1,R
764,6,0.822486413,80,40,1,R
764,7,0.938778768,80,40,1,R
764,8,0.869029851,80,40,1,R
764,9,0.734633028,80,40,1,R
764,10,0.871710526,80,40,1,R
764,11,0.934577755,80,40,1,R
764,12,0.898800698,80,40,1,R
892,7,0.915064616,80,40,1,R
892,8,0.914454872,80,40,1,R
892,9,0.903071073,80,40,1,R
892,10,0.898921543,80,40,1,R
892,11,1,80,40,1,R
892,12,1,80,40,1,R
1182,8,0.601854025,80,40,1,R
1182,9,0.935252497,80,40,1,R
1182,10,0.826995383,80,40,1,R
1182,11,0.894789126,80,40,1,R
1182,12,0.965854955,80,40,1,R
1306,9,0.898929577,80,40,1,R
1306,10,0.81794818,80,40,1,R
1306,11,1,80,40,1,R
1306,12,0.823940316,80,40,1,R
1442,10,0.862289038,80,40,1,R
1442,11,0.864343795,80,40,1,R
1442,12,0.855922166,80,40,1,R
1497,11,0.850815451,80,40,1,R
1497,12,0.945787301,80,40,1,R
1555,12,0.989806071,80,40,1,R
90,3,0.928211092,80,80,1,R
90,4,0.77278909,80,80,1,R
90,5,1,80,80,1,R
90,6,0.90362377,80,80,1,R
90,7,0.785869587,80,80,1,R
90,8,0.968342275,80,80,1,R
90,9,0.938282801,80,80,1,R
90,10,0.8145202,80,80,1,R
90,11,0.967877113,80,80,1,R
90,12,0.98173434,80,80,1,R
525,4,0.812589127,80,80,1,R
525,5,0.919809428,80,80,1,R
525,6,0.986004785,80,80,1,R
525,7,0.859499373,80,80,1,R
525,8,0.923782506,80,80,1,R
525,9,0.966176825,80,80,1,R
525,10,0.944067173,80,80,1,R
525,11,0.955553253,80,80,1,R
525,12,1,80,80,1,R
622,5,1,80,80,1,R
622,6,0.954147401,80,80,1,R
622,7,0.860029217,80,80,1,R
622,8,0.88646789,80,80,1,R
622,9,0.89157192,80,80,1,R
622,10,0.918458117,80,80,1,R
622,11,1,80,80,1,R
622,12,0.853111945,80,80,1,R
764,6,0.845262977,80,80,1,R
764,7,0.890811119,80,80,1,R
764,8,0.811115123,80,80,1,R
764,9,0.709248236,80,80,1,R
764,10,0.88420045,80,80,1,R
764,11,0.947387785,80,80,1,R
764,12,0.851502068,80,80,1,R
892,7,0.929136188,80,80,1,R
892,8,0.97418136,80,80,1,R
892,9,0.983677594,80,80,1,R
892,10,1,80,80,1,R
892,11,1,80,80,1,R
892,12,1,80,80,1,R
1182,8,0.38408117,80,80,1,R
1182,9,0.792458643,80,80,1,R
1182,10,0.732128028,80,80,1,R
1182,11,0.836472367,80,80,1,R
1182,12,0.989162785,80,80,1,R
1306,9,0.976091617,80,80,1,R
1306,10,0.981800565,80,80,1,R
1306,11,0.979187778,80,80,1,R
1306,12,1,80,80,1,R
1442,10,0.775251076,80,80,1,R
1442,11,0.884511394,80,80,1,R
1442,12,0.933187885,80,80,1,R
1497,11,0.963903743,80,80,1,R
1497,12,0.789539283,80,80,1,R
1555,12,0.927801586,80,80,1,R
